apcs1-100	h40-07	3602.82	153417	259558	69.1848	22212	337607	0.344424
apcs1-100	h40-08	3601.74	128039	195420	52.6255	79694	285530	0.221415
apcs1-100	h40-09	3601.4	112999	202300	79.0274	41716	312021	0.258174
apcs1-100	h40-10	3602.77	164562	237197	44.1385	57205	341557	0.259428
apcs1-100	h45-01	3602.77	139082	245416	76.4543	14891	323552	0.372043
apcs1-100	h45-02	3602.89	145564	351302	141.339	16888	511375	0.341966
apcs1-100	h45-03	3604.3	193779	320919	65.6111	34541	439150	0.274072
apcs1-100	h45-04	3602	167652	237074	41.4086	46997	332699	0.2778
apcs1-100	h45-05	3601.83	177486	262264	47.7663	23208	371603	0.325231
apcs1-100	h45-06	3601.87	126100	261192	107.13	21599	366255	0.343784
apcs1-100	h45-07	3603.44	195528	253224	29.5075	36978	347890	0.398202
apcs1-100	h45-08	3601.73	146097	285798	95.6226	28592	363677	0.297208
apcs1-100	h45-09	3601.27	133869	288211	115.294	35046	413949	0.267832
apcs1-100	h45-10	3608.27	179238	309865	72.8786	14001	387126	0.377677
apcs1-100	h50-01	3605.28	199732	347660	74.0637	18948	451618	0.32882
apcs1-100	h50-02	3609.11	193570	308866	59.5631	14620	399701	0.405306
apcs1-100	h50-03	3601.95	206141	409771	98.7816	16310	512696	0.360257
apcs1-100	h50-04	3613.26	201079	347907	73.0203	15437	465692	0.399679
apcs1-100	h50-05	3601.7	164018	311008	89.6178	21876	477537	0.336782
apcs1-100	h50-06	3604.78	237103	469049	97.8251	10553	641996	0.519094
apcs1-100	h50-07	3604.42	141872	292702	106.314	23782	400793	0.344516
apcs1-100	h50-08	3607.31	163244	315257	93.1209	9831	431276	0.478123
apcs1-100	h50-09	3604.06	194512	348051	78.9359	26259	484896	0.373485
apcs1-100	h50-10	3601.35	134872	353118	161.817	29221	498045	0.295843
apcs1-100	d30-01	3602.64	124327	148502	19.4443	28438	207279	0.412312
apcs1-100	d30-02	3601.34	102517	132540	29.2852	49838	181658	0.367851
apcs1-100	d30-03	3602.08	105036	124509	18.5387	45856	181883	0.383595
apcs1-100	d30-04	3602.65	110367	129435	17.2774	39907	166570	0.432683
apcs1-100	d30-05	3603.79	102108	126000	23.3984	45745	184921	0.459081
apcs1-100	d30-06	3601.52	93960.6	112388	19.6113	55108	151300	0.42046
apcs1-100	d30-07	2097.25	107161	107171	0.00993309	104231	158696	0.351207
apcs1-100	d30-08	3603.55	120388	152568	26.7302	21028	205207	0.471654
apcs1-100	d30-09	3603.83	125173	156829	25.2898	18856	228122	0.503158
apcs1-100	d30-10	3602.77	102679	149990	46.0771	28903	206955	0.464738
apcs1-100	d35-01	3605.44	103516	138611	33.9036	13410	200604	0.59862
apcs1-100	d35-02	3603.2	165044	223697	35.5381	23740	307615	0.538611
apcs1-100	d35-03	3603.54	121655	141659	16.4437	36917	184202	0.51749
apcs1-100	d35-04	3600.97	111180	148599	33.6561	74161	210427	0.363535
apcs1-100	d35-05	3603.35	117140	149736	27.826	36939	197456	0.432416
apcs1-100	d35-06	3608.38	133032	168142	26.3921	16417	196000	0.638544
apcs1-100	d35-07	3601.77	124542	169793	36.3334	55906	255512	0.40833
apcs1-100	d35-08	3604.1	118509	142523	20.2641	41867	210495	0.518694
apcs1-100	d35-09	3605.16	113086	146473	29.5229	17074	202466	0.477085
apcs1-100	d35-10	3601.91	102014	119051	16.7004	25679	160208	0.403076
apcs1-100	d40-01	3602.82	143592	172773	20.3219	28133	212146	0.557439
apcs1-100	d40-02	3601.98	123310	167934	36.1886	20578	250458	0.465749
apcs1-100	d40-03	3603.43	130032	188056	44.6225	12666	243651	0.592045
apcs1-100	d40-04	3604.29	144046	205393	42.5881	11091	259445	0.672246
apcs1-100	d40-05	3603.15	145246	222851	53.4293	15710	294096	0.627703
apcs1-100	d40-06	3602.6	125610	152772	21.624	26181	223378	0.515301
apcs1-100	d40-07	3603.64	137999	178839	29.5944	20114	252010	0.590613
apcs1-100	d40-08	3602.64	97941.9	144918	47.9635	21296	191214	0.497942
apcs1-100	d40-09	3601.23	89915.7	117516	30.6962	71068	188195	0.416696
apcs1-100	d40-10	3602.54	116275	184307	58.5101	10679	242300	0.500719
apcs1-100	d45-01	3603.53	149158	212327	42.3506	10542	278569	0.689445
apcs1-100	d45-02	3603.88	139036	176925	27.2511	19474	227311	0.702025
apcs1-100	d45-03	3603.34	142575	172560	21.0311	10795	219197	0.734858
apcs1-100	d45-04	3604.66	168165	214202	27.3763	6710	270406	0.767536
apcs1-100	d45-05	3602.69	126175	188499	49.395	12782	272466	0.5925
apcs1-100	d45-06	3602.57	193260	256951	32.9566	17291	343252	0.595327
apcs1-100	d45-07	3606.9	127552	159281	24.8761	14000	208260	0.760078
apcs1-100	d45-08	3606.42	140138	167448	19.4878	10279	199127	0.70061
apcs1-100	d45-09	3603.55	151488	228709	50.9744	10481	298535	0.60291
apcs1-100	d45-10	3611.41	148361	176448	18.9318	11212	205962	0.743983
apcs1-100	d50-01	3606.32	154802	197628	27.6652	4223	229634	0.96235
apcs1-100	d50-02	3604.01	163637	190267	16.2734	11325	227949	0.725566
apcs1-100	d50-03	3605.85	158573	221763	39.849	10905	287978	0.861172
apcs1-100	d50-04	3604.9	144420	195989	35.7078	10612	240639	0.68173
apcs1-100	d50-05	3602.91	160195	199837	24.746	13235	255013	0.684856
apcs1-100	d50-06	3602.03	109268	145565	33.2184	23010	197853	0.51056
apcs1-100	d50-07	3603.34	153375	205244	33.8184	14591	285415	0.684805
apcs1-100	d50-08	3607.08	178483	235289	31.8267	9990	315970	0.771049
apcs1-100	d50-09	3603.34	199504	277555	39.1231	9155	350103	0.81423
apcs1-100	d50-10	3604.86	175262	255180	45.5991	6382	309721	0.81014
apcs1-100	v30-01	3600.53	260716	264837	1.58083	246850	373103	0.185691
apcs1-100	v30-02	3601	361722	428951	18.5856	28280	556298	0.246481
apcs1-100	v30-03	3600.73	196266	250069	27.4133	88818	429899	0.151403
apcs1-100	v30-04	3600.66	280487	360919	28.6757	74994	528913	0.18459
